Shape_Leng;Shape_Area;ADM2_EN;ADM2_PCODE;DATA
7.55151153731;1.16723741178;Jayapura;ID9403;
10.35280747440;0.99807904974;Nabire;ID9404;
8.06031678262;0.19779454262;Kepulauan Yapen;ID9408;
4.87362730439;0.18300282203;Biak Numfor;ID9409;
3.28707526648;0.38339074166;Paniai;ID9410;
2.80296024997;0.35969990563;Puncak Jaya;ID9411;
8.96833238455;1.45271621361;Mimika;ID9412;
6.82672239630;1.93198410519;Boven Digoel;ID9413;
7.71331843920;2.11142467290;Mappi;ID9414;
7.47890992612;2.04179883110;Asmat;ID9415;
5.77180140047;1.19089244947;Yahukimo;ID9416;
6.02572159818;1.24569728864;Pegunungan Bintang;ID9417;
2.46147576728;0.29657491758;Tolikara;ID9418;
9.37710484906;1.14150607766;Sarmi;ID9419;
5.06136277534;0.73893841082;Keerom;ID9420;
6.34640673634;0.87809502746;Waropen;ID9426;
2.87596649917;0.05451267681;Supiori;ID9427;
10.50727396590;2.35038939218;Mamberamo Raya;ID9428;
4.15969818399;0.56809183333;Nduga;ID9429;
2.75013590418;0.30020404324;Lanny Jaya;ID9430;
3.08594968355;0.25124863960;Mamberamo Tengah;ID9431;
3.01499729454;0.32595297203;Yalimo;ID9432;
4.50821903214;0.64840758969;Puncak;ID9433;
3.20977676889;0.37823966761;Dogiyai;ID9434;
3.69649983268;0.37710670883;Intan Jaya;ID9435;
1.91352799542;0.14963805814;Deiyai;ID9436;
2.02400685456;0.06166122426;Kota Jayapura;ID9471;
